id,location_id,status_id,route_id,handled_by_device_id,handled_by_car_id,created_at,updated_at
147505,46620,3,59,68,34,2026-03-02 05:36:43.788742 +00:00,2026-03-02 05:36:43.788746 +00:00
147506,50766,3,47,49,24,2026-03-02 05:36:51.225581 +00:00,2026-03-02 05:36:51.225588 +00:00
147507,50767,3,47,49,24,2026-03-02 05:36:51.225589 +00:00,2026-03-02 05:36:51.225590 +00:00
147508,50999,3,47,49,24,2026-03-02 05:36:51.225591 +00:00,2026-03-02 05:36:51.225591 +00:00
147509,50769,3,47,49,24,2026-03-02 05:36:51.225593 +00:00,2026-03-02 05:36:51.225593 +00:00
147510,51001,3,47,49,24,2026-03-02 05:36:51.225594 +00:00,2026-03-02 05:36:51.225595 +00:00
147511,46627,3,59,68,34,2026-03-02 05:36:57.699425 +00:00,2026-03-02 05:36:57.699431 +00:00
147512,46623,3,59,68,34,2026-03-02 05:37:31.045118 +00:00,2026-03-02 05:37:31.045125 +00:00
147513,46635,3,59,68,34,2026-03-02 05:37:43.207648 +00:00,2026-03-02 05:37:43.207653 +00:00
147514,46607,3,59,68,34,2026-03-02 05:37:43.645793 +00:00,2026-03-02 05:37:43.645798 +00:00
147515,46609,3,59,68,34,2026-03-02 05:37:43.645800 +00:00,2026-03-02 05:37:43.645800 +00:00
147516,46614,3,59,68,34,2026-03-02 05:37:43.645801 +00:00,2026-03-02 05:37:43.645801 +00:00
147517,46616,3,59,68,34,2026-03-02 05:37:43.645802 +00:00,2026-03-02 05:37:43.645802 +00:00
147518,50658,3,45,35,14,2026-03-02 05:37:51.927466 +00:00,2026-03-02 05:37:51.927472 +00:00
147519,44402,3,45,35,14,2026-03-02 05:37:51.927474 +00:00,2026-03-02 05:37:51.927474 +00:00
147520,50659,3,45,35,14,2026-03-02 05:37:51.927475 +00:00,2026-03-02 05:37:51.927475 +00:00
147521,44487,3,50,54,59,2026-03-02 05:37:52.847940 +00:00,2026-03-02 05:37:52.847945 +00:00
147522,43650,3,49,33,30,2026-03-02 05:38:01.450338 +00:00,2026-03-02 05:38:01.450344 +00:00
147523,50768,3,47,49,24,2026-03-02 05:38:11.183613 +00:00,2026-03-02 05:38:11.183620 +00:00
147524,50772,3,47,49,24,2026-03-02 05:38:11.183621 +00:00,2026-03-02 05:38:11.183622 +00:00
147525,50149,3,58,12,10,2026-03-02 05:38:19.946206 +00:00,2026-03-02 05:38:19.946213 +00:00
147526,50150,3,58,12,10,2026-03-02 05:38:19.946214 +00:00,2026-03-02 05:38:19.946214 +00:00
147527,49324,3,58,12,10,2026-03-02 05:38:19.946215 +00:00,2026-03-02 05:38:19.946216 +00:00
147528,49326,3,58,12,10,2026-03-02 05:38:19.946216 +00:00,2026-03-02 05:38:19.946217 +00:00
147529,50151,3,58,12,10,2026-03-02 05:38:19.946217 +00:00,2026-03-02 05:38:19.946218 +00:00
147530,50660,3,45,35,14,2026-03-02 05:38:41.929880 +00:00,2026-03-02 05:38:41.929886 +00:00
147531,50661,3,45,35,14,2026-03-02 05:38:41.929888 +00:00,2026-03-02 05:38:41.929888 +00:00
147532,50662,3,45,35,14,2026-03-02 05:38:41.929889 +00:00,2026-03-02 05:38:41.929889 +00:00
147533,43811,3,48,13,35,2026-03-02 05:38:51.467138 +00:00,2026-03-02 05:38:51.467143 +00:00
147534,43817,3,48,13,35,2026-03-02 05:38:51.467145 +00:00,2026-03-02 05:38:51.467145 +00:00
147535,43835,3,48,13,35,2026-03-02 05:38:51.467146 +00:00,2026-03-02 05:38:51.467146 +00:00
147536,43836,3,48,13,35,2026-03-02 05:38:51.467147 +00:00,2026-03-02 05:38:51.467148 +00:00
147537,43839,3,48,13,35,2026-03-02 05:38:51.467148 +00:00,2026-03-02 05:38:51.467149 +00:00
147538,43841,3,48,13,35,2026-03-02 05:38:51.467149 +00:00,2026-03-02 05:38:51.467150 +00:00
147539,46419,3,46,37,31,2026-03-02 05:38:58.783027 +00:00,2026-03-02 05:38:58.783033 +00:00
147540,46420,3,46,37,31,2026-03-02 05:38:58.783034 +00:00,2026-03-02 05:38:58.783035 +00:00
147541,46421,3,46,37,31,2026-03-02 05:38:58.783035 +00:00,2026-03-02 05:38:58.783035 +00:00
147542,46422,3,46,37,31,2026-03-02 05:38:58.783036 +00:00,2026-03-02 05:38:58.783036 +00:00
147543,46424,3,46,37,31,2026-03-02 05:38:58.783036 +00:00,2026-03-02 05:38:58.783037 +00:00
147544,46426,3,46,37,31,2026-03-02 05:38:58.783038 +00:00,2026-03-02 05:38:58.783038 +00:00
147545,46428,3,46,37,31,2026-03-02 05:38:58.783038 +00:00,2026-03-02 05:38:58.783039 +00:00
147546,50770,3,47,49,24,2026-03-02 05:39:01.347707 +00:00,2026-03-02 05:39:01.347713 +00:00
147547,50773,3,47,49,24,2026-03-02 05:39:01.347715 +00:00,2026-03-02 05:39:01.347715 +00:00
147548,49325,3,58,12,10,2026-03-02 05:39:20.115307 +00:00,2026-03-02 05:39:20.115313 +00:00
147549,49329,3,58,12,10,2026-03-02 05:39:20.115315 +00:00,2026-03-02 05:39:20.115315 +00:00
147550,50152,3,58,12,10,2026-03-02 05:39:20.115316 +00:00,2026-03-02 05:39:20.115316 +00:00
147551,43840,3,48,13,35,2026-03-02 05:39:26.648764 +00:00,2026-03-02 05:39:26.648771 +00:00
147552,43834,3,48,13,35,2026-03-02 05:39:51.451769 +00:00,2026-03-02 05:39:51.451773 +00:00
147553,43837,3,48,13,35,2026-03-02 05:39:51.451774 +00:00,2026-03-02 05:39:51.451775 +00:00
147554,50663,3,45,35,14,2026-03-02 05:40:06.866907 +00:00,2026-03-02 05:40:06.866915 +00:00
147555,50154,3,58,12,10,2026-03-02 05:40:15.200290 +00:00,2026-03-02 05:40:15.200297 +00:00
147556,50155,3,58,12,10,2026-03-02 05:40:15.200298 +00:00,2026-03-02 05:40:15.200299 +00:00
147557,50157,3,58,12,10,2026-03-02 05:40:15.200299 +00:00,2026-03-02 05:40:15.200300 +00:00
147558,50158,3,58,12,10,2026-03-02 05:40:15.200300 +00:00,2026-03-02 05:40:15.200300 +00:00
147559,51408,3,45,31,14,2026-03-02 05:40:22.031227 +00:00,2026-03-02 05:40:22.031234 +00:00
147560,51408,3,45,31,14,2026-03-02 05:40:22.031235 +00:00,2026-03-02 05:40:22.031236 +00:00
147561,51408,3,45,31,14,2026-03-02 05:40:22.031237 +00:00,2026-03-02 05:40:22.031238 +00:00
147562,51408,3,45,31,14,2026-03-02 05:40:22.031239 +00:00,2026-03-02 05:40:22.031239 +00:00
147563,51408,3,45,31,14,2026-03-02 05:40:22.031240 +00:00,2026-03-02 05:40:22.031241 +00:00
147564,54287,3,50,54,59,2026-03-02 05:40:23.091045 +00:00,2026-03-02 05:40:23.091052 +00:00
147565,54287,3,50,54,59,2026-03-02 05:40:23.091053 +00:00,2026-03-02 05:40:23.091054 +00:00
147566,54287,3,50,54,59,2026-03-02 05:40:23.091054 +00:00,2026-03-02 05:40:23.091055 +00:00
147567,54278,3,49,33,30,2026-03-02 05:40:26.322423 +00:00,2026-03-02 05:40:26.322429 +00:00
147568,54278,3,49,33,30,2026-03-02 05:40:26.322431 +00:00,2026-03-02 05:40:26.322431 +00:00
147569,54278,3,49,33,30,2026-03-02 05:40:26.322432 +00:00,2026-03-02 05:40:26.322432 +00:00
147570,54278,3,49,33,30,2026-03-02 05:40:26.322433 +00:00,2026-03-02 05:40:26.322434 +00:00
147571,46605,3,59,68,34,2026-03-02 05:40:33.860418 +00:00,2026-03-02 05:40:33.860424 +00:00
147572,46608,3,59,68,34,2026-03-02 05:40:33.860426 +00:00,2026-03-02 05:40:33.860426 +00:00
147573,46610,3,59,68,34,2026-03-02 05:40:33.860427 +00:00,2026-03-02 05:40:33.860427 +00:00
147574,46612,3,59,68,34,2026-03-02 05:40:33.860428 +00:00,2026-03-02 05:40:33.860429 +00:00
147575,47391,3,59,68,34,2026-03-02 05:40:33.860429 +00:00,2026-03-02 05:40:33.860430 +00:00
147576,50159,3,58,12,10,2026-03-02 05:41:00.196785 +00:00,2026-03-02 05:41:00.196791 +00:00
147577,50160,3,58,12,10,2026-03-02 05:41:00.196793 +00:00,2026-03-02 05:41:00.196793 +00:00
147578,46599,3,59,68,34,2026-03-02 05:41:48.851588 +00:00,2026-03-02 05:41:48.851594 +00:00
147579,46600,3,59,68,34,2026-03-02 05:41:48.851595 +00:00,2026-03-02 05:41:48.851596 +00:00
147580,46601,3,59,68,34,2026-03-02 05:41:48.851596 +00:00,2026-03-02 05:41:48.851597 +00:00
147581,46602,3,59,68,34,2026-03-02 05:41:48.851597 +00:00,2026-03-02 05:41:48.851598 +00:00
147582,46603,3,59,68,34,2026-03-02 05:41:48.851598 +00:00,2026-03-02 05:41:48.851599 +00:00
147583,46604,3,59,68,34,2026-03-02 05:41:48.851599 +00:00,2026-03-02 05:41:48.851600 +00:00
147585,46966,3,59,68,34,2026-03-02 05:41:48.851602 +00:00,2026-03-02 05:41:48.851602 +00:00
147586,46968,3,59,68,34,2026-03-02 05:41:48.851603 +00:00,2026-03-02 05:41:48.851603 +00:00
147584,46606,3,59,68,34,2026-03-02 05:41:48.851601 +00:00,2026-03-02 05:41:51.695335 +00:00
147587,50664,3,45,35,14,2026-03-02 05:41:56.901655 +00:00,2026-03-02 05:41:56.901662 +00:00
147588,50665,3,45,35,14,2026-03-02 05:41:56.901663 +00:00,2026-03-02 05:41:56.901664 +00:00
147589,50667,3,45,35,14,2026-03-02 05:41:56.901665 +00:00,2026-03-02 05:41:56.901665 +00:00
147590,50667,3,45,35,14,2026-03-02 05:41:56.901666 +00:00,2026-03-02 05:41:56.901666 +00:00
147591,50161,3,58,12,10,2026-03-02 05:42:14.858588 +00:00,2026-03-02 05:42:14.858593 +00:00
147592,50162,3,58,12,10,2026-03-02 05:42:14.858594 +00:00,2026-03-02 05:42:14.858595 +00:00
147593,43819,3,48,13,35,2026-03-02 05:42:36.415149 +00:00,2026-03-02 05:42:36.415155 +00:00
147594,43823,3,48,13,35,2026-03-02 05:42:36.415156 +00:00,2026-03-02 05:42:36.415157 +00:00
147595,43821,3,48,13,35,2026-03-02 05:42:36.415157 +00:00,2026-03-02 05:42:36.415158 +00:00
147596,43825,3,48,13,35,2026-03-02 05:42:36.415158 +00:00,2026-03-02 05:42:36.415159 +00:00
147597,47275,3,59,68,34,2026-03-02 05:42:53.723800 +00:00,2026-03-02 05:42:53.723806 +00:00
147598,46963,3,59,68,34,2026-03-02 05:42:53.723808 +00:00,2026-03-02 05:42:53.723808 +00:00
147599,46964,3,59,68,34,2026-03-02 05:42:53.723809 +00:00,2026-03-02 05:42:53.723810 +00:00
147600,50163,3,58,12,10,2026-03-02 05:43:05.238340 +00:00,2026-03-02 05:43:05.238348 +00:00
147601,50169,3,58,12,10,2026-03-02 05:43:05.238349 +00:00,2026-03-02 05:43:05.238349 +00:00
147602,51258,3,47,49,24,2026-03-02 05:43:21.318366 +00:00,2026-03-02 05:43:21.318373 +00:00
147603,51260,3,47,49,24,2026-03-02 05:43:21.318375 +00:00,2026-03-02 05:43:21.318375 +00:00
147604,51261,3,47,49,24,2026-03-02 05:43:21.318376 +00:00,2026-03-02 05:43:21.318376 +00:00
147605,51257,3,47,49,24,2026-03-02 05:43:21.318378 +00:00,2026-03-02 05:43:21.318378 +00:00
147606,46598,3,59,68,34,2026-03-02 05:43:32.427878 +00:00,2026-03-02 05:43:32.427885 +00:00
147607,46597,3,59,68,34,2026-03-02 05:43:39.028397 +00:00,2026-03-02 05:43:39.028403 +00:00
147608,46965,3,59,68,34,2026-03-02 05:43:43.812145 +00:00,2026-03-02 05:43:43.812152 +00:00
147609,46967,3,59,68,34,2026-03-02 05:43:43.812154 +00:00,2026-03-02 05:43:43.812154 +00:00
147610,46969,3,59,68,34,2026-03-02 05:43:43.812155 +00:00,2026-03-02 05:43:43.812155 +00:00
147611,46970,3,59,68,34,2026-03-02 05:43:43.812156 +00:00,2026-03-02 05:43:43.812156 +00:00
147612,46971,3,59,68,34,2026-03-02 05:43:43.812157 +00:00,2026-03-02 05:43:43.812157 +00:00
147613,46972,3,59,68,34,2026-03-02 05:43:43.812158 +00:00,2026-03-02 05:43:43.812158 +00:00
147614,46973,3,59,68,34,2026-03-02 05:43:43.812158 +00:00,2026-03-02 05:43:43.812159 +00:00
147615,47389,3,59,68,34,2026-03-02 05:43:55.330827 +00:00,2026-03-02 05:43:55.330832 +00:00
147616,51833,3,59,68,34,2026-03-02 05:44:00.302208 +00:00,2026-03-02 05:44:00.302215 +00:00
147617,50666,3,45,35,14,2026-03-02 05:44:06.934938 +00:00,2026-03-02 05:44:06.934945 +00:00
147618,50668,3,45,35,14,2026-03-02 05:44:06.934946 +00:00,2026-03-02 05:44:06.934947 +00:00
147619,50669,3,45,35,14,2026-03-02 05:44:06.934947 +00:00,2026-03-02 05:44:06.934948 +00:00
147620,50671,3,45,35,14,2026-03-02 05:44:06.934948 +00:00,2026-03-02 05:44:06.934949 +00:00
147621,50673,3,45,35,14,2026-03-02 05:44:06.934949 +00:00,2026-03-02 05:44:06.934951 +00:00
147622,50164,3,58,12,10,2026-03-02 05:44:25.087524 +00:00,2026-03-02 05:44:25.087530 +00:00
147623,50165,3,58,12,10,2026-03-02 05:44:25.087531 +00:00,2026-03-02 05:44:25.087532 +00:00
147625,50171,3,58,12,10,2026-03-02 05:44:25.087533 +00:00,2026-03-02 05:44:25.087533 +00:00
147624,50167,3,58,12,10,2026-03-02 05:44:25.087532 +00:00,2026-03-02 05:44:25.087533 +00:00
147626,50173,3,58,12,10,2026-03-02 05:44:25.087534 +00:00,2026-03-02 05:44:25.087534 +00:00
147627,51269,3,45,31,14,2026-03-02 05:44:27.096077 +00:00,2026-03-02 05:44:27.096084 +00:00
147628,51269,3,45,31,14,2026-03-02 05:44:27.096085 +00:00,2026-03-02 05:44:27.096086 +00:00
147629,51269,3,45,31,14,2026-03-02 05:44:27.096087 +00:00,2026-03-02 05:44:27.096087 +00:00
147630,51269,3,45,31,14,2026-03-02 05:44:27.096089 +00:00,2026-03-02 05:44:27.096089 +00:00
147631,51269,3,45,31,14,2026-03-02 05:44:27.096090 +00:00,2026-03-02 05:44:27.096090 +00:00
147632,51269,3,45,31,14,2026-03-02 05:44:27.096091 +00:00,2026-03-02 05:44:27.096092 +00:00
147633,51269,3,45,31,14,2026-03-02 05:44:27.096092 +00:00,2026-03-02 05:44:27.096093 +00:00
147634,51269,3,45,31,14,2026-03-02 05:44:27.096093 +00:00,2026-03-02 05:44:27.096094 +00:00
147635,50985,3,47,49,24,2026-03-02 05:44:41.593253 +00:00,2026-03-02 05:44:41.593260 +00:00
147636,50991,3,47,49,24,2026-03-02 05:44:41.593261 +00:00,2026-03-02 05:44:41.593262 +00:00
147637,51254,3,47,49,24,2026-03-02 05:44:41.593263 +00:00,2026-03-02 05:44:41.593263 +00:00
147638,45185,3,47,49,24,2026-03-02 05:44:41.593265 +00:00,2026-03-02 05:44:41.593266 +00:00
147639,45186,3,47,49,24,2026-03-02 05:44:41.593267 +00:00,2026-03-02 05:44:41.593267 +00:00
147640,51262,3,47,49,24,2026-03-02 05:44:41.593268 +00:00,2026-03-02 05:44:41.593268 +00:00
147641,44531,3,49,33,30,2026-03-02 05:44:56.418220 +00:00,2026-03-02 05:44:56.418225 +00:00
147642,43697,3,45,31,14,2026-03-02 05:45:12.082093 +00:00,2026-03-02 05:45:12.082100 +00:00
147643,43697,3,45,31,14,2026-03-02 05:45:12.082101 +00:00,2026-03-02 05:45:12.082102 +00:00
147644,50174,3,58,12,10,2026-03-02 05:45:50.069653 +00:00,2026-03-02 05:45:50.069659 +00:00
147645,43831,3,48,13,35,2026-03-02 05:46:01.523600 +00:00,2026-03-02 05:46:01.523607 +00:00
147646,43832,3,48,13,35,2026-03-02 05:46:01.523609 +00:00,2026-03-02 05:46:01.523609 +00:00
147647,43833,3,48,13,35,2026-03-02 05:46:01.523610 +00:00,2026-03-02 05:46:01.523610 +00:00
147648,44643,3,50,54,59,2026-03-02 05:46:07.835878 +00:00,2026-03-02 05:46:07.835882 +00:00
147649,50166,3,58,12,10,2026-03-02 05:46:30.162076 +00:00,2026-03-02 05:46:30.162082 +00:00
147650,50175,3,58,12,10,2026-03-02 05:46:30.162084 +00:00,2026-03-02 05:46:30.162085 +00:00
147651,50177,3,58,12,10,2026-03-02 05:46:30.162086 +00:00,2026-03-02 05:46:30.162086 +00:00
147652,47272,3,59,68,34,2026-03-02 05:46:48.739570 +00:00,2026-03-02 05:46:48.739576 +00:00
147653,47273,3,59,68,34,2026-03-02 05:46:48.739578 +00:00,2026-03-02 05:46:48.739578 +00:00
147654,44078,3,59,68,34,2026-03-02 05:46:48.739579 +00:00,2026-03-02 05:46:48.739580 +00:00
147655,47274,3,59,68,34,2026-03-02 05:46:48.739581 +00:00,2026-03-02 05:46:48.739581 +00:00
147656,50670,3,45,35,14,2026-03-02 05:47:06.867996 +00:00,2026-03-02 05:47:06.868002 +00:00
147657,50675,3,45,35,14,2026-03-02 05:47:06.868003 +00:00,2026-03-02 05:47:06.868004 +00:00
147658,50676,3,45,35,14,2026-03-02 05:47:06.868004 +00:00,2026-03-02 05:47:06.868005 +00:00
147659,50992,3,47,49,24,2026-03-02 05:47:26.278947 +00:00,2026-03-02 05:47:26.278954 +00:00
147661,44619,3,47,49,24,2026-03-02 05:47:26.278956 +00:00,2026-03-02 05:47:26.278956 +00:00
147660,50993,3,47,49,24,2026-03-02 05:47:26.278955 +00:00,2026-03-02 05:47:26.278956 +00:00
147663,46818,3,47,49,24,2026-03-02 05:47:26.278957 +00:00,2026-03-02 05:47:26.278957 +00:00
147662,44620,3,47,49,24,2026-03-02 05:47:26.278957 +00:00,2026-03-02 05:47:26.278957 +00:00
147664,54458,3,47,49,24,2026-03-02 05:47:26.278958 +00:00,2026-03-02 05:47:26.278958 +00:00
147665,50176,3,58,12,10,2026-03-02 05:47:30.154283 +00:00,2026-03-02 05:47:30.154290 +00:00
147667,44444,3,49,33,30,2026-03-02 05:47:51.232034 +00:00,2026-03-02 05:47:51.232040 +00:00
147668,44444,3,49,33,30,2026-03-02 05:47:51.232041 +00:00,2026-03-02 05:47:51.232042 +00:00
147669,44444,3,49,33,30,2026-03-02 05:47:51.232043 +00:00,2026-03-02 05:47:51.232043 +00:00
147670,54274,3,49,33,30,2026-03-02 05:47:51.232044 +00:00,2026-03-02 05:47:51.232044 +00:00
147671,50994,3,47,49,24,2026-03-02 05:48:16.166196 +00:00,2026-03-02 05:48:16.166203 +00:00
147672,51002,3,47,49,24,2026-03-02 05:48:16.166204 +00:00,2026-03-02 05:48:16.166204 +00:00
147673,46568,3,59,68,34,2026-03-02 05:48:33.930654 +00:00,2026-03-02 05:48:33.930661 +00:00
147674,47256,3,59,68,34,2026-03-02 05:48:33.930662 +00:00,2026-03-02 05:48:33.930663 +00:00
147675,47258,3,59,68,34,2026-03-02 05:48:33.930664 +00:00,2026-03-02 05:48:33.930664 +00:00
147676,47261,3,59,68,34,2026-03-02 05:48:33.930665 +00:00,2026-03-02 05:48:33.930665 +00:00
147677,47262,3,59,68,34,2026-03-02 05:48:33.930666 +00:00,2026-03-02 05:48:33.930666 +00:00
147678,47263,3,59,68,34,2026-03-02 05:48:33.930667 +00:00,2026-03-02 05:48:33.930667 +00:00
147679,47264,3,59,68,34,2026-03-02 05:48:33.930668 +00:00,2026-03-02 05:48:33.930668 +00:00
147680,50168,3,58,12,10,2026-03-02 05:48:50.365463 +00:00,2026-03-02 05:48:50.365470 +00:00
147681,50170,3,58,12,10,2026-03-02 05:48:50.365471 +00:00,2026-03-02 05:48:50.365472 +00:00
147682,50179,3,58,12,10,2026-03-02 05:48:50.365472 +00:00,2026-03-02 05:48:50.365473 +00:00
147683,50180,3,58,12,10,2026-03-02 05:48:50.365474 +00:00,2026-03-02 05:48:50.365474 +00:00
147666,50178,3,58,12,10,2026-03-02 05:47:30.154292 +00:00,2026-03-02 05:48:50.365476 +00:00
147684,50672,3,45,35,14,2026-03-02 05:49:11.852224 +00:00,2026-03-02 05:49:11.852230 +00:00
147685,50677,3,45,35,14,2026-03-02 05:49:11.852231 +00:00,2026-03-02 05:49:11.852232 +00:00
147686,50172,3,58,12,10,2026-03-02 05:49:29.852879 +00:00,2026-03-02 05:49:29.852885 +00:00
147687,50181,3,58,12,10,2026-03-02 05:49:29.852886 +00:00,2026-03-02 05:49:29.852887 +00:00
147688,43827,3,48,13,35,2026-03-02 05:49:36.385147 +00:00,2026-03-02 05:49:36.385154 +00:00
147689,44169,3,48,13,35,2026-03-02 05:49:36.385155 +00:00,2026-03-02 05:49:36.385156 +00:00
147690,44168,3,48,13,35,2026-03-02 05:49:36.385156 +00:00,2026-03-02 05:49:36.385156 +00:00
147691,51913,3,48,13,35,2026-03-02 05:49:36.385157 +00:00,2026-03-02 05:49:36.385157 +00:00
147692,50996,3,47,49,24,2026-03-02 05:49:51.310100 +00:00,2026-03-02 05:49:51.310107 +00:00
147693,50997,3,47,49,24,2026-03-02 05:49:51.310108 +00:00,2026-03-02 05:49:51.310108 +00:00
147694,51005,3,47,49,24,2026-03-02 05:49:51.310109 +00:00,2026-03-02 05:49:51.310109 +00:00
147695,51007,3,47,49,24,2026-03-02 05:49:51.310110 +00:00,2026-03-02 05:49:51.310110 +00:00
147696,51009,3,47,49,24,2026-03-02 05:49:51.310111 +00:00,2026-03-02 05:49:51.310111 +00:00
147697,45896,3,59,68,34,2026-03-02 05:49:58.732171 +00:00,2026-03-02 05:49:58.732177 +00:00
147698,47253,3,59,68,34,2026-03-02 05:49:58.732178 +00:00,2026-03-02 05:49:58.732179 +00:00
147699,47260,3,59,68,34,2026-03-02 05:49:58.732179 +00:00,2026-03-02 05:49:58.732180 +00:00
147700,51274,3,45,31,14,2026-03-02 05:50:12.135358 +00:00,2026-03-02 05:50:12.135366 +00:00
147701,51274,3,45,31,14,2026-03-02 05:50:12.135367 +00:00,2026-03-02 05:50:12.135368 +00:00
147702,51263,3,45,31,14,2026-03-02 05:50:12.135368 +00:00,2026-03-02 05:50:12.135369 +00:00
147703,51263,3,45,31,14,2026-03-02 05:50:12.135369 +00:00,2026-03-02 05:50:12.135370 +00:00
147704,51263,3,45,31,14,2026-03-02 05:50:12.135370 +00:00,2026-03-02 05:50:12.135371 +00:00
147705,51263,3,45,31,14,2026-03-02 05:50:12.135372 +00:00,2026-03-02 05:50:12.135372 +00:00
147706,45348,3,49,33,30,2026-03-02 05:50:16.454232 +00:00,2026-03-02 05:50:16.454238 +00:00
147708,45348,3,49,33,30,2026-03-02 05:50:16.454240 +00:00,2026-03-02 05:50:16.454240 +00:00
147707,45348,3,49,33,30,2026-03-02 05:50:16.454239 +00:00,2026-03-02 05:50:16.454240 +00:00
147709,44531,3,50,54,59,2026-03-02 05:50:17.846227 +00:00,2026-03-02 05:50:17.846233 +00:00
147710,49328,3,58,12,10,2026-03-02 05:50:40.165331 +00:00,2026-03-02 05:50:40.165338 +00:00
147711,49330,3,58,12,10,2026-03-02 05:50:40.165339 +00:00,2026-03-02 05:50:40.165340 +00:00
147712,49332,3,58,12,10,2026-03-02 05:50:40.165340 +00:00,2026-03-02 05:50:40.165341 +00:00
147713,49334,3,58,12,10,2026-03-02 05:50:40.165341 +00:00,2026-03-02 05:50:40.165342 +00:00
147714,50674,3,45,35,14,2026-03-02 05:51:11.869327 +00:00,2026-03-02 05:51:11.869333 +00:00
147715,44452,3,45,35,14,2026-03-02 05:51:11.869334 +00:00,2026-03-02 05:51:11.869335 +00:00
147716,44453,3,45,35,14,2026-03-02 05:51:11.869335 +00:00,2026-03-02 05:51:11.869336 +00:00
147717,50678,3,45,35,14,2026-03-02 05:51:11.869336 +00:00,2026-03-02 05:51:11.869337 +00:00
147718,44354,3,48,13,35,2026-03-02 05:51:36.641997 +00:00,2026-03-02 05:51:36.642003 +00:00
147719,44075,3,47,49,24,2026-03-02 05:51:46.203084 +00:00,2026-03-02 05:51:46.203091 +00:00
147720,44185,3,47,49,24,2026-03-02 05:51:46.203093 +00:00,2026-03-02 05:51:46.203093 +00:00
147721,51010,3,47,49,24,2026-03-02 05:51:46.203094 +00:00,2026-03-02 05:51:46.203095 +00:00
147722,49336,3,58,12,10,2026-03-02 05:52:05.115178 +00:00,2026-03-02 05:52:05.115185 +00:00
147723,46344,3,58,12,10,2026-03-02 05:52:05.115186 +00:00,2026-03-02 05:52:05.115187 +00:00
147724,50722,3,45,35,14,2026-03-02 05:52:36.736940 +00:00,2026-03-02 05:52:36.736946 +00:00
147725,45890,3,59,68,34,2026-03-02 05:52:39.093862 +00:00,2026-03-02 05:52:39.093869 +00:00
147726,45891,3,59,68,34,2026-03-02 05:52:39.093870 +00:00,2026-03-02 05:52:39.093871 +00:00
147727,45892,3,59,68,34,2026-03-02 05:52:39.093871 +00:00,2026-03-02 05:52:39.093872 +00:00
147728,51741,3,59,68,34,2026-03-02 05:52:39.093872 +00:00,2026-03-02 05:52:39.093873 +00:00
147729,45893,3,59,68,34,2026-03-02 05:52:39.093873 +00:00,2026-03-02 05:52:39.093874 +00:00
147730,45894,3,59,68,34,2026-03-02 05:52:39.093874 +00:00,2026-03-02 05:52:39.093875 +00:00
147731,45897,3,59,68,34,2026-03-02 05:52:39.093875 +00:00,2026-03-02 05:52:39.093875 +00:00
147733,44345,3,59,68,34,2026-03-02 05:52:39.093876 +00:00,2026-03-02 05:52:39.093876 +00:00
147732,44344,3,59,68,34,2026-03-02 05:52:39.093876 +00:00,2026-03-02 05:52:39.093876 +00:00
147734,44346,3,59,68,34,2026-03-02 05:52:39.093877 +00:00,2026-03-02 05:52:39.093877 +00:00
147735,45898,3,59,68,34,2026-03-02 05:52:39.093877 +00:00,2026-03-02 05:52:39.093877 +00:00
147736,45899,3,59,68,34,2026-03-02 05:52:39.093878 +00:00,2026-03-02 05:52:39.093878 +00:00
147737,48437,3,58,12,10,2026-03-02 05:52:55.135584 +00:00,2026-03-02 05:52:55.135591 +00:00
147738,49333,3,58,12,10,2026-03-02 05:52:55.135592 +00:00,2026-03-02 05:52:55.135592 +00:00
147739,49338,3,58,12,10,2026-03-02 05:52:55.135593 +00:00,2026-03-02 05:52:55.135593 +00:00
147740,54643,3,45,31,14,2026-03-02 05:53:11.841439 +00:00,2026-03-02 05:53:11.841446 +00:00
147741,54643,3,45,31,14,2026-03-02 05:53:11.841447 +00:00,2026-03-02 05:53:11.841447 +00:00
147742,44487,3,49,33,30,2026-03-02 05:53:16.141712 +00:00,2026-03-02 05:53:16.141716 +00:00
147743,45748,3,47,49,24,2026-03-02 05:53:21.078887 +00:00,2026-03-02 05:53:21.078893 +00:00
147744,51006,3,47,49,24,2026-03-02 05:53:21.078894 +00:00,2026-03-02 05:53:21.078895 +00:00
147745,51918,3,50,54,59,2026-03-02 05:53:33.012915 +00:00,2026-03-02 05:53:33.012922 +00:00
147746,54298,3,50,54,59,2026-03-02 05:53:33.012924 +00:00,2026-03-02 05:53:33.012924 +00:00
147747,54306,3,50,54,59,2026-03-02 05:53:33.012925 +00:00,2026-03-02 05:53:33.012925 +00:00
147748,54307,3,50,54,59,2026-03-02 05:53:33.012926 +00:00,2026-03-02 05:53:33.012926 +00:00
147749,54308,3,50,54,59,2026-03-02 05:53:33.012927 +00:00,2026-03-02 05:53:33.012927 +00:00
147750,54312,3,50,54,59,2026-03-02 05:53:33.012927 +00:00,2026-03-02 05:53:33.012928 +00:00
147751,45886,3,59,68,34,2026-03-02 05:53:53.810680 +00:00,2026-03-02 05:53:53.810686 +00:00
147752,45888,3,59,68,34,2026-03-02 05:53:53.810687 +00:00,2026-03-02 05:53:53.810688 +00:00
147753,45895,3,59,68,34,2026-03-02 05:53:53.810688 +00:00,2026-03-02 05:53:53.810689 +00:00
